,Output,Corrections on Output,,,
as a whole,under any ( circumstances conditions ),,,
in its/their entirety,day in ( and ~ ) day out,,,
throughout SKIP3 entire/whole,for ever and a day,,,
backward and forward,in perpetuity,,,
from beginning to end,year in ( and ~ ) year out,,,
from start to finish,forevermore,,,
in its/their entirety,every single ( solitary ),,,
through and through,in its their entirety,,,
throughout the length and breadth (of),without exception,,,
under any circumstances/conditions,each and every ( one ),,,
separate entity,all and sundry,,,
(to) SKIP3 in my (own) mind's eye,individual(s),,,
(to) SKIP3 in my (own) mind's eye,without exception,,,
(a/the) time frame (of),anybody anyone and everybody everyone,,,
(a/the) time horizon (of),all the time,,,
(a/the) time period (of),at every turn,,,
(a/the) time span (of),common ( and ~ ) everyday,,,
epidemical,for ever and a day,,,
epidemiological,run of the mill,,,
epigrammatical,all and sundry,,,
epigraphical,day in ( and ~ ) day out,,,
is reflective of,in ( each every ~ ) ( case circumstance instance situation ),,,
(a/the) time frame (of),at from in on to ( any each every some ~ ) ( area locale loca Iit y location place point position region site spot ),,,
(a/the) time horizon (of),at from in on to ( any each every some ~ ) ( area locale loca Iit y local ion place point position region site spot ~ ) where,,,
(a/the) time period (of),in ( certain some ~ ) circumstances,,,
(a/the) time span (of) ,in ( certain some ~ ) instances,,,
the equal/equivalent of,in ( certain some ~ ) situations,,,
the same (thing) as,under ( certain some ~ ) ( circumstances conditions ),,,
both equally,all and sundry,,,
equally as,anything and everything,,,
is (the) equal to,in ( each every ~ ) ( case circumstance instance situation ),,,
is (the) equivalent of/to,on ( each every ~ ) occasion,,,
is identical to/with,without exception,,,
is on (a) par (with),at from in on to ( any each every some ~ ) ( area locale locality location place point posit ion region site spot ),,,
is tantamount to,at from in on to ( any each every some ~ ) ( area locale loca Iit yI local ion place point position region site spot ~ ) where,,,
is associated to/with,year in ( and ~ ) year out,,,
is comparable to/with,high and low,,,
is connected to/with,present everywhere,,,
is related to,evidence in to support of that,,,
is similar to/with,in evidence,,,
fair/just and equitable,it is apparent that,,,
exact/exactly equivalent,it is evident that,,,
comparatively,is evidence of that,,,
more -(i)er,is proof of that,,,
relatively,come into being,,,
(the) -(i)er SKIP3 of the two,come into existence,,,
(the) more SKIP3 of the two,evolve over time,,,
(a/the) time frame (of),materialize,,,
(a/the) time horizon (of),exact exactly ( the ~ ) same,,,
(a/the) time period (of),exact exactly duplicate,,,
(a/the) time span (of),exact exactly equivalent,,,
completely/entirely/fully/thoroughly/totally/utterly/,exact exactly identical,,,
wholly eradicate,exact exactly match,,,
is in error,( an ~ ) identical identically match,,,
as compared to/with,identical identically ( the ~ ) same,,,
as contrasted to/with,necessitate,,,
as opposed to,perfect perfectly match,,,
by comparison to/with,just exactly,,,
by contrast to/with,no more ( and ~ ) no lessoverexaggerate,,,
compared to/with,examination,,,
contrasted to/with,check to see,,,
in comparison to/with,( look observe ) to see,,,
in contrast to/with,illustrative example,,,
in relation/relationship to,( an ~ ) example that illustrates to illustrate,,,
measured against,take precedence over,,,
relative to,( more than exceeded surpassed ),,,
when compared to/with,is in excess of,,,
when measured against,save and except,,,
as compared to/with SKIP3 relatively,( with the exception of that ),,,
as opposed to SKIP3 relatively,( with the exclusion of that ),,,
by comparison (to/with) SKIP3 relatively,if it were not for,,,
compared/contrasted to/with SKIP3 relatively,were it not for,,,
comparatively -(i)er than/less than/more than,( with the exception of that ),,,
relatively SKIP3 as/when compared to/with,( with the exclusion of that ),,,
relatively SKIP3 compared/contrasted to/with,( with the exception of that ),,,
relatively -(i)er than/less than/more than,( with the exclusion of that ),,,
relatively SKIP3 in relation to,( something ~ ) out of the ordinary,,,
relatively SKIP3 relative to,excerpt ion,,,
when compared to/with SKIP3 relatively,( a the ~ ) excessive amount ( of ~ ),,,
-(i)er SKIP3 rather than,( a the ~ ) excessive number ( of ~ ),,,
core essence,is of interest to,,,
essential core,( with the exception of that ),,,
(the) heart of the matter,( with the exclusion of that ),,,
(the) long and (the) short,excruciatingly painful,,,
sum/summary and substance,effectuate,,,
essential prerequisite,is illustrative of,,,
necessary essential,is reflective of,,,
absolutely essential/indispensable,is typical of,,,
for all intents and purposes,bring to bear ( on upon ~ ),,,
for all practical purposes,bring to bear ( on upon ~ ),,,
to all intents and purposes,put forth,,,
to all practical purposes,EXTENSIVE  ‚Ä¢  385,,,
important essentials,", ,",,,
(an/the) essential SKIP3 for/in/of/to,few and far between,,,
#NAME?,( few small ) in number,,,
most -(i)est,come into being,,,
firmly establish,come into existence,,,
place/put a premium on/upon,( continue in existence to exist ),,,
place/put a priority on/upon,is in existence,,,
place/put a value on/upon,there exists SKIP3 ( that who ~ ),,,
positive feelings,mass exodus,,,
has (an/the) appreciation for,( expect expectation and hope ),,,
is appreciative of,( hope and expect expectation ),,,
arrive at (an/the) estimate/estimation (about/as to/,is hopeful,,,
concerning/of/on/regarding),expediency,,,
come to an/the estimate/estimation (about/as to/,quickly expedite,,,
concerning/of/on/regarding),expenditure ( of money ~ ),,,
reach (an/the) estimate/estimation (about/of/on/upon/,( expenses and costs ),,,
with),background ( of ~ ) experience,,,
take a measure of,go through SKIP3 experience,,,
"et cetera, et cetera, et cetera (etc., etc., etc.)",historical experience,,,
and etc.let cetera,( past previous prior ) experience,,,
and everything/stuff/things like that,qualified expert,,,
and so on and so forth,trained ex pert,,,
at every turn,get across,,,
day in (and) day out,account for the fact ( that ~ ),,,
for ever and a day,( the ~ ) whys and ( the ~ ) wherefores ( of ~ ),,,
in perpetuity,take advantage of,,,
year in (and) year out,exploitative,,,
polite euphemism,( is exploitative exploitive of ),,,
arrive at (an/the) estimate/estimation (about/as to/,in pursuit of,,,
concerning/of/on/regarding),violent explosion,,,
come to an/the estimate/estimation (about/as to/,bring attention to,,,
concerning/of/on/regarding),bring into the open,,,
form (a/the) judgment (about/as to/concerning/of/on/,bring to SKIP3 attention ( of ~ ),,,
regarding),bring to light,,,
form (an/the) opinion (about/as to/concerning/of/on/,call SKIP3 attention to,,,
regarding),call to SKIP3 attention ( of ~ ),,,
reach (an/the) estimate/estimation (about/of/on/upon/,( concentrate media people's public ) attention on upon,,,
with),direct SKIP3 attention to,,,
add it ionally,draw attention to,,,
and SKIP3 further/furthermore/in addition/moreover/ what's more,( focus media people's public ) attention on upon,,,
as a matter oi fact,vocalize,,,
by the same token,still in existence,,,
for that matter,extend out,,,
furthermore,( an ~ ) array of,,,
in addition,( a the ~ ) broad extensive great vast wide array of,,,
on top of (that/this),F,,,
after all is said and done,( a the ~ ) broad extensive great vast wide range of,,,
all (just) the same,( a the ~ ) broad extensive great vast wide spectrum of,,,
at any rate,( a the ~ ) broad extensive great vast wide variety of,,,
he that as it may,( a the ~ ) diversity of different,,,
in any case/event,( a the ~ ) high degree ( of ~ ),,,
nevertheless,( a the ~ ) high level ( of ~ ),,,
nonetheless,( a ~ ) range of,,,
still and all,( a the ~ ) spectrum of,,,
despite the fact that,( a ~ ) variety of,,,
in spite of the fact that,( a the ~ ) variety of different,,,
irregardless oft he fact that,various different,,,
irrespective of the fact that,( many ~ ) widely varying,,,
notwithstanding the fact that,extensively throughout,,,
regardless of the fact that,breadth and depth,,,
contrary to,no longer in existence,,,
in despite of,mass extinction,,,
in (the) face of,added extra,,,
in spite of,( an ~ ) additional,,,
notwithstanding,( something ~ ) out of the ordinary,,,
.. to the contrary,in the extreme,,,
eventuality,extricate out,,,
in the distant future,come to grips with,,,
as (the) days/decades/months/weeks/years go on,come to terms with,,,
as time progresses (forward/on/onward),face up to,,,
at a/some future/later/subsequent date/time,in the face of,,,
(after/for/in/over/within) (an) ex tended/lengthy/long/,is faced with,,,
prolonged/protracted amount of time/length of time/period/period of time/span of time/time/while,in the face of,,,
in/over (the) coming days/decades/months/weeks/years,basis in fact reality truth,,,
in/over (the) days/decades/months/weeks/years ahead,factual basis,,,
in/over (the) days/decades/months/weeks/years to come,proven fact,,,
in the course of events/things/time,( a the ~ ) real fact,,,
in the distant future,true to fact,,,
in/into the future,facility,,,
in/over the long run,institution,,,
in/over the long term,facts and information,,,
later in time,accurate and factual,,,
later on down the line/pike/road/way,matter-of-fact,,,
over the long haul,( a the ~ ) true fact,,,
some day/time in the future,true to fact,,,
sooner or later,in the absence of,,,
(the) time will come when,equitable,,,
with the passage of time,( fair just and equitable ),,,
at a certain/any/one/some point in my history/point in,fair and square,,,
my life/point in the history of my life/ point in time,( a ~ ) little bit,,,
at/from/in/on/to any/each/every/some area/locale/,positive feelings,,,
loca Iity/ local ion/place/ point/ position/region/site/spot,false and misleading,,,
at/from/in/on/to any/each/every/some area/locale/,intimately familiar,,,
loca Iit y/location/ place/ point/ position/region/site/spot where in (the) history (of the world),considerably,,,
under any circumstances/conditions,signi ticant ly substantially,,,
day in (and) day out,by ( a the ~ ) considerable good great huge large overwhelming sizable vast wide margin,,,
for ever and a day,by no means,,,
in perpetuity,far away from,,,
year in (and) year out,bring into being existence,,,
forevermore,call into being existence,,,
every single (solitary),rnme up with,,,
in its/their entirety,put together,,,
without exception,( after for in over within ~ ) a reasonable amount of time length of time period period of time span of time time while,,,
each and every (one),at in the blink of an eye,,,
all and sundry,expeditiously,,,
individual(s),in a timely fashion manner way,,,
without exception,in quick short orderon a timely basis,,,
anybody/anyone and everybody/everyone,fasten together,,,
all the time,in excess of,,,
at every turn,to find ( a ~ ) fault in ( with ),,,
common (and) everyday,go along with,,,
for ever and a day,( place put ) a premium on ( upon ),,,
run of the mill,( place put ) a priority on ( upon ),,,
all and sundry,positive feelings,,,
day in (and) day out,stand in support of,,,
in each/every case/circumstance/instance/situation,take a stand for in favor of in support of,,,
at/from/in/on/to any/each/every/some area/locale/,favor SKIP3 as opposed to ( instead of rather than ~ ),,,
loca Iit y/ location/ place/ point/ position/region/site/spot,favor SKIP3 as opposed to ( instead of rather than ~ ),,,
at/from/in/on/to any/each/every/some area/locale/,in the affirmative,,,
loca Iit y/ local ion/place/point/ position/region/site/spot where,most favorite,,,
in certain/some circumstances,has a the preference for,,,
in certain/some instances,is advantageous for ( to ~ ),,,
in certain/some situations,is beneficial to,,,
under certain/some circumstances/conditions,is favorable to,,,
all and sundry,is in favor of,,,
anything and everything,is in support of,,,
in each/every case/circumstance/instance/situation,is of benefit to,,,
on each/every occasion,express concern ( about ~ ),,,
without exception,fear and trembling,,,
at/from/in/on/to any/each/every/some area/locale/,is concerned ( about ~ ),,,
locality/location/place/point/ posit ion/region/site/spot,voice concern ( about ~ ),,,
at/from/in/on/to any/each/every/some area/locale/,is afraid of to,,,
loca Iit yI local ion /place/point/ position/region/site/spot where,is apprehensive of,,,
year in (and) year out,is fearful ( about of that ~ ),,,
high and low,is frightened of to,,,
present everywhere,is scared of to,,,
evidence in/to support of/that,is in fear for of,,,
in evidence,( the ~ ) ins and ( the ~ ) outs,,,
it is apparent that,compensation,,,
it is evident that,remittance,,,
is evidence of/that,remuneration,,,
is proof of/that,experience,,,
come into being,feel inside,,,
come into existence,hold ( to ~ ) the opinion ( that ~ ),,,
evolve over time,hold ( to ~ ) the view ( that ~ ),,,
materialize,indicate,,,
exact/exactly (the) same,in the assessment of,,,
exact/exactly duplicate,in the estimation of,,,
exact/exactly equivalent,in the judgment of,,,
exact/exactly identical,in the opinion of,,,
exact/exactly match,in the view of,,,
(an) identical/identically match,take the position ( that ~ ),,,
identical/identically (the) same,take the view ( that ~ ),,,
necessitate,personal feeling,,,
perfect/perfectly match,is inclined to believe ( that ~ ),,,
just exactly,is inclined to think ( that ~ ),,,
no more (and) no less,is of the belief ( that ~ ),,,
overexaggerate,is of the opinion ( that ~ ),,,
examination,is of the view ( that ~ ),,,
check to see,is under the assumption ( that ~ ),,,
look/observe to see,is under the impression ( that ~ ),,,
illustrative example,make believe,,,
(an) example that illustrates/to illustrate,put on an act,,,
take precedence over,convicted felon,,,
more than exceeded/surpassed,human being,,,
is in excess of,( of ~ ) ( the ~ ) opposite sex,,,
save and except,( the ~ ) female male gender sex,,,
with the exception of/that,fervency,,,
with the exclusion of/that,temperature,,,
if it were not for,( a the ~ ) declining decreasing diminishing dwindling number quantity ( of ~ ),,,
were it not for,few and far between,,,
with the exception of/that,few small in number,,,
with the exclusion of/that,( a the ~ ) lack of,,,
with the exception of/that,( very ~ ) limited,,,
with the exclusion of/that,( a the ~ ) modicum of,,,
(something) out of the ordinary,( a the ~ ) decreased decreasing number of,,,
excerpt ion,( a the ~ ) smaller tinier number ( of ~ ),,,
(a/the) excessive amount (of),( a the ~ ) declining decreasing diminishing dwindling number quantity ( of ~ ),,,
(a/the) excessive number (of),( a the ~ ) minimal number ( of ~ ),,,
is of interest to,( a the ~ ) minority ( of ~ ),,,
with the exception of/that,( a the ~ ) significant substantial minority ( of ~ ),,,
with the exclusion of/that,( a the ~ ) small tiny amount degree part percentage portion proportion quantity ( of ~ ),,,
excruciatingly painful,( a the ~ ) small tiny fraction ( of ~ ),,,
effectuate,( a the ~ ) small tiny minority ( of ~ ),,,
is illustrative of,breadth and depth,,,
is reflective of,subject topic area field matter,,,
is typical of,fill to capacity,,,
bring to bear (on/upon),fill up,,,
bring to bear (on/upon),added fillip,,,
put forth,motion picture,,,
EXTENSIVE  •  385,filter out,,,
few and far between,filthy dirty,,,
few/small in number,final and irrevocable,,,
come into being,after all is said and done,,,
come into existence,at long last,,,
continue in existence/to exist,at the end of the day,,,
is in existence,( after for in over within ~ ) ( an ~ ) extended lengthy long prolonged protracted amount of time length of time period period of time span of time time while,,,
there exists SKIP3 (that/who),in conclusion,,,
mass exodus,in the final last analysis,,,
expect/expectation and hope,once ( and ~ ) for all,,,
hope and expect/expectation,when all is said and done,,,
is hopeful,financial monetary resources,,,
expediency,financial wherewithal,,,
quickly expedite,come in contact ( with ~ ),,,
expenditure (of money),come up with,,,
expenses and costs,encounter,,,
background (of) experience,experience,,,
go through SKIP3 experience,find out,,,
historical experience,make contact ( with ~ ),,,
past/previous/prior experience,raise objections about on to,,,
qualified expert,raise opposition about on to,,,
trained ex pert,take exception to,,,
get across,( all ~ ) fine good and well,,,
account for the fact (that),( all ~ ) well and fine good,,,
(the) whys and (the) wherefores (of),of the first magnitude,,,
take advantage of,of the first highest order,,,
exploitative,bring ( to ~ ) a close ( to ~ ),,,
is exploitative/exploitive of,bring ( to ~ ) a completion ( to ~ ),,,
in pursuit of,bring ( to ~ ) a conclusion ( to ~ ),,,
violent explosion,bring ( to ~ ) a halt ( to ~ ),,,
bring attention to,bring ( to ~ ) an end ( to ~ ),,,
bring into the open,bring to a standstill,,,
bring to SKIP3 attention (of),call a halt to,,,
bring to light,call an end to,,,
call SKIP3 attention to,call a stop to,,,
call to SKIP3 attention (of),come to a close,,,
concentrate (media/people's/public) attention on/upon,come to a the conclusion ( about as to concerning of on regarding ~ ),,,
direct SKIP3 attention to,come to a halt,,,
draw attention to,come to an end,,,
focus (media/people's/public) attention on/upon,come to a standstill,,,
vocalize,draw to a close end,,,
still in existence,draw to a conclusion,,,
extend out,finalize,,,
(an) array of,finish off,,,
(a/the) broad/extensive/great/vast/wide array of,finish up,,,
F,put a halt toput an end to,,,
(a/the) broad/extensive/great/vast/wide range of,put a stop to,,,
(a/the) broad/extensive/great/vast/wide spectrum of,terminate,,,
(a/the) broad/extensive/great/vast/wide variety of,( all done finished ),,,
(a/the) diversity of different,at an end,,,
(a/the) high degree (of),over and done with,,,
(a/the) high level (of),( all ~ ) over with,,,
(a) range of,fiery conflagration,,,
(a/the) spectrum of,no longer with us,,,
(a) variety of,establishment,,,
(a/the) variety of different,firmly establish,,,
various different,hard and fast,,,
(many) widely varying,( place of business employment work ),,,
extensively throughout,first and foremost,,,
breadth and depth,first ever,,,
no longer in existence,first initially,,,
mass extinction,firstly,,,
added extra,first of all,,,
(an) additional,first off,,,
(something) out of the ordinary,for one ( thing ~ ),,,
in the extreme,( initial initially ),,,
extricate out,in the first place,,,
come to grips with,to begin start with,,,
come to terms with,for the ( first last ~ ) time,,,
face up to,of the ( first highest ~ ) order,,,
in the face of,in the first place,,,
is faced with,first time ever,,,
in the face of,rectify,,,
basis in fact/reality/truth,hard and fast,,,
factual basis,inflammable,,,
proven fact,on the increase,,,
(a/the) real fact,on the rise,,,
true to fact,( center of attention attraction ),,,
facility,focal point,,,
institution,focus in,,,
facts and information,focus of attention,,,
accurate and factual,attention SKIP3 ( focused on upon ),,,
matter-of-fact,( concentrate SKIP3 attention on upon ),,,
(a/the) true fact,( concentrate SKIP3 effort on upon ),,,
true to fact,( concentrate SKIP3 energy on upon ),,,
in the absence of,( concentrate SKIP3 time and energy ),,,
equitable,( on upon focus SKIP3 attention on upon ),,,
fair/just and equitable,( focus SKIP3 effort on upon ),,,
fair and square,( focus SKIP3 energy on upon ),,,
(a) little bit,( focus SKIP3 time and energy ),,,
positive feelings,( on upon zero in on ),,,
false and misleading,is ( focused on upon ),,,
intimately familiar,( five ~ ) times over,,,
considerably,fold up,,,
signi ticant ly/substantially,( act in accord accordance with ),,,
by (a/the) considerable/good/great/huge/large/,follow after,,,
overwhelming/sizable/vast/wide margin,follow SKIP3 below,,,
by no means,according to,,,
far away from,after the conclusion end of,,,
bring into being/existence,as a consequence of,,,
call into being/existence,as a result of,,,
rnme up with,by consequence of,,,
put together,by reason of,,,
(after/for/in/over/within) a reasonable amount of time/,by the result of,,,
length of time/period/period of time/ span of time/time/while,by in virtue of,,,
at/in the blink of an eye,( in accord accordance with ),,,
expeditiously,in agreement with,,,
in a timely fashion/manner/way,in compliance with,,,
in quick/short order,( in conformance to with ),,,
on a timely basis,( in conformity to with ),,,
fasten together,in consequence of,,,
in excess of,( in consonance to with ),,,
to find (a) fault in/with,( in correspondence to with ),,,
go along with,in imitation of,,,
place/put a premium on/upon,in reaction to,,,
place/put a priority on/upon,in response to,,,
positive feelings,in the aftermath of,,,
stand in support of,in the wake of,,,
take a stand for/in favor of/in support of,on account of,,,
favor SKIP3 as opposed to (instead of/rather than),on the basis of,,,
favor SKIP3 as opposed to (instead of/rather than),( on upon the heels of ),,,
in the affirmative,posterior to,,,
most favorite,pursuant to,,,
has a/the preference for,subsequent to the time ( of that when ~ ),,,
is advantageous for (to),positive feelings,,,
is beneficial to,about the fact that,,,
is favorable to,( about concerning in on regarding the matter subject of ),,,
is in favor of,as a consequence of,,,
is in support of,as a consequence of the fact that,,,
is of benefit to,as SKIP3 apply to,,,
express concern (about),as a result of,,,
fear and trembling,as a n:sult of the fact that,,,
is concerned (about),as concerns,,,
voice concern (about),( as so far as SKIP3 goes is concerned ~ ),,,
is afraid of/to,as regards,,,
is apprehensive of,associated with,,,
is fearful (about/of/that),asto,,,
is frightened of/to,attributable to the fact that,,,
is scared of/to,( based on upon ),,,
is in fear for/of,based on the fact that,,,
(the) ins and (the) outs,because of,,,
compensation,because of the fact tha,,,
remittance,being ( as as how that ~ ),,,
remuneration,by consequence of,,,
experience,by reason of,,,
feel inside,by reason of the fact that,,,
hold (to) the opinion (that),by the fact that,,,
hold (to) the view (that),by the result of,,,
indicate,by in virtue of,,,
in the assessment of,by in virtue of the fact that,,,
in the estimation of,concerning,,,
in the judgment of,connected with,,,
in the opinion of,considering the fact that,,,
in the view of,due to the fact that,,,
take the position (that),during the course length of,,,
take the view (that),forasmuch as,,,
personal feeling,or ( in to the furtherance of ~ ),,,
is inclined to believe (that),for SKIP3 purposes ( of ~ ),,,
is inclined to think (that),for reasons of,,,
is of the belief (that),for the ( simple ~ ) reason that,,,
is of the opinion (that),for the sake of,,,
is of the view (that),for SKIP3 to come,,,
is under the assumption (that),from ( a the SKIP3 aspect of ~ ),,,
is under the impression (that),from ( a the SKIP3 perspective of ~ ),,,
make believe,from ( a the SKIP3 point of view of ~ ),,,
put on an act,from ( a the SKIP3 standpoint of ~ ),,,
convicted felon,from ( a the SKIP3 viewpoint of ~ ),,,
human being,from the fact that,,,
(of) (the) opposite sex,given the fact that,,,
(the) female/male gender/sex,inasmuch insomuch as,,,
fervency,in ( the SKIP3 case of ~ ),,,
temperature,in connection with,,,
(a/the) declining/decreasing/diminishing/dwindling,in consequence of,,,
number/quantity (of),in consequence of the fact that,,,
few and far between,in consideration of ( payment of sum of ~ ),,,
few/small in number,in consideration of the fact that,,,
(a/the) lack of,in defense of,,,
(very) limited,in exchange ( for ~ ),,,
(a/the) modicum of,in favor ( of ~ ),,,
(a/the) decreased/decreasing number of,in honor of,,,
(a/the) smaller/tinier number (of),in ( the light of the fact that ~ ),,,
(a/the) declining/decreasing/diminishing/dwindling,in order for,,,
number/quantity (of),in order that,,,
(a/the) minimal number (of),in payment for of,,,
(a/the) minority (of),in place of,,,
(a/the) significant/substantial minority (of),in point of,,,
(a/the) small/tiny amount/degree/part/percentage/,in proportion to,,,
portion/proportion/quantity (of),in punishment for of,,,
(a/the) small/tiny fraction (of),in reaction to,,,
(a/the) small/tiny minority (of),in reference to,,,
breadth and depth,in regard to,,,
subject/topic area/field/matter,in relation toin respect of to,,,
fill to capacity,in response to,,,
fill up,in return for,,,
added fillip,insofar as,,,
motion picture,insofar as SKIP3 ( goes is concerned ~ ) in support,,,
filter out,of in terms of,,,
filthy dirty,in the ( amount sum ) of,,,
final and irrevocable,in the area of,,,
after all is said and done,( somewhere ~ ) in the course of,,,
at long last,in the ( direction of toward ),,,
at the end of the day,in the interest of ( -ing ),,,
(after/for/in/over/within) (an) extended/lengthy/long/,in the realm of,,,
prolonged/protracted amount of time/length of time/period/period of time/span of time/time/while,in the sense that,,,
in conclusion,in the support of ( -ing ),,,
in the final/last analysis,in trade ( for ),,,
once (and) for all,in view of the fact that,,,
when all is said and done,involve in SKIP3 behalf ( of ~ ),,,
financial/monetary resources,on account of,,,
financial wherewithal,on account of the fact that,,,
come in contact (with),on SKIP3 behalf ( of ~ ),,,
come up with,on ( the ~ ) grounds that,,,
encounter,on SKIP3 part,,,
experience,on the basis of,,,
find out,on the basis of the fact that,,,
make contact (with),on the part of,,,
raise objections about/on/to,on the side of,,,
raise opposition about/on/to,over the ( course duration length ) of,,,
take exception to,over the fact that,,,
(all) fine/good and well,owing to the fact that,,,
(all) well and fine/good,pertain pertaining to,,,
of the first magnitude,rega rd regarding,,,
of the first/highest order,relate relating to,,,
bring (to) a close (to),relative to,,,
bring (to) a completion (to),seeing ( as as how that ~ ),,,
bring (to) a conclusion (to),through throughout the ( course duration length ) of,,,
bring (to) a halt (to),when it comes to,,,
bring (to) an end (to),where SKIP3 is concerned,,,
bring to a standstill,with reference to,,,
call a halt to,with regard to,,,
call an end to,with relation to,,,
call a stop to,with respect to,,,
come to a close,as a ( means for of to ~ ) ( -ing ),,,
come to a/the conclusion (about/as to/concerning/of/on/,as a ( way for of to ~ ) ( -ing ),,,
regarding),as the basis for ( -ing ),,,
come to a halt,bywayof( -ing ),,,
come to an end,for the purpose of ( -ing ),,,
come to a standstill,with a the ( thought of to ~ ) ( -ing ),,,
draw to a close/end,with a the ( view of to ~ ) ( -ing ),,,
draw to a conclusion,with the intent of -ing ( to ),,,
finalize,with the purpose of -ing,,,
finish off,contrary to,,,
finish up,in despite of,,,
put a halt to,in ( the ~ ) face of,,,
put an end to,in spite of,,,
put a stop to,notwithstanding,,,
terminate,... tothecontrary,,,
all done/finished,for ( an extended prolonged protracted ) amount of time length of time period period of time span of time time while,,,
at an end,for ( an indefinite indeterminate ) amount of time length of time period period of time span of time time while,,,
over and done with,fort he foreseeable future,,,
(all) over with,for the immediate future,,,
fiery conflagration,for the ( very ) near future,,,
no longer with us,for the not-so-distant not-too-distant future,,,
establishment,for ( an extended prolonged protracted ) amount of time length of time period period of time span of time time while,,,
firmly establish,for ( an indefinite indeterminate ) amount of time length of time period period of time span of time time while,,,
hard and fast,for the immediate future,,,
place of business/employment/work,for the ( very ) near future,,,
first and foremost,for the not-so-distant not-too-distant future,,,
first ever,by way of being,,,
first initially,in both cases circumstances instances situations,,,
firstly,bring pressure to bear on upon,,,
first of all,driving force,,,
first off,( with ) might and main,,,
for one (thing),motivating force,,,
initial/initially,place put restrictions on upon,,,
in the first place,place put under obligation,,,
to begin/start with,under obligation,,,
for the first/last time,for ( an extended prolonged protracted ) amount of time length of time period period of time span of time time while,,,
of the first/highest order,in each every case circumstance instance situation,,,
in the first place,on each every occasion,,,
first time ever,forebearer,,,
rectify,fear and trembling,,,
hard and fast,forecast SKIP3 future,,,
inflammable,foretell SKIP3 future,,,
on the increase,predict SKIP3 future,,,
on the rise,is predictive of,,,
center of attention/attraction,take precedence over,,,
focal point,take priority over,,,
focus in,bring into being existence,,,
focus of attention,call into being existence,,,
attention SKIP3 focused on/upon,does not remember,,,
concentrate SKIP3 attention on/upon,first and foremost,,,
concentrate SKIP3 effort on/upon,most important,,,
concentrate SKIP3 energy on/upon,number-one,,,
concentrate SKIP3 time and energy,of the first magnitude,,,
on/upon focus SKIP3 attention on/upon,of the first highest order,,,
focus SKIP3 effort on/upon,forecast SKIP3 future,,,
focus SKIP3 energy on/upon,foretell SKIP3 future,,,
focus SKIP3 time and energy,predict SKIP3 future,,,
on/upon zero in on,is predictive of,,,
is focused on/upon,all the time,,,
(five) times over,always and forever,,,
fold up,at every turn,,,
act in accord/accordance with,day in ( and ) day out,,,
follow after,for ever and a day,,,
follow SKIP3 below,forevermore,,,
according to,in perpetuity,,,
after the conclusion/end of,year in ( and ) year out,,,
as a consequence of,in each every case circumstance instance situation,,,
as a result of,on each every occasion,,,
by consequence of,as an example,,,
by reason of,as SKIP3 for example for,,,
by the result of,instance by way of,,,
by/in virtue of,example illustration,,,
in accord/accordance with,( a ~ ) case in point,,,
in agreement with,"e.g,and others and so forth and so on and such and,( the like et al. etc. )",,,
in compliance with,( for example SKIP3 and others and so forth and so on and such and the like et al. etc. or whatever ),,,
in conformance to/with,( for instance SKIP3 and others and so forth and so on and such and the like et al. etc. or whatever ),,,
in conformity to/with,( like SKIP3 for example for instance ),,,
in consequence of," ( say, for example for instance ) ",,,
in consonance to/with,( such as SKIP3 for example for instance ),,,
in correspondence to/with,( bring into being existence ),,,
in imitation of,( call into being existence ),,,
in reaction to,come up with,,,
in response to,constitute,,,
in the aftermath of,formulate,,,
in the wake of,materialize,,,
on account of,put together,,,
on the basis of,for the foreseeable future,,,
on/upon the heels of,for the immediate future,,,
posterior to,for the ( very ~ ) near future,,,
pursuant to,for the not-so-distant not-too-distant future,,,
subsequent to the time (of/that/when),( at an some earlier former past previous date time ),,,
positive feelings,( back before ) in the past,,,
about the fact that,in ( the ~ ) days decades months weeks years gone by,,,
about/concerning/in/on/regarding the matter/subject of,in ( the ~ ) days decades months weeks years of old,,,
as a consequence of,in ( the ~ ) days decades months weeks years past,,,
as a consequence of the fact that,( in earlier former prior ) times,,,
as SKIP3 apply to,in the ( very ) near past,,,
as a result of,in ( the ~ ) olden days,,,
as a n:sult of the fact that,in over ( the ~ ) past days decades months weeks years,,,
as concerns,in the distant past,,,
as/so far as SKIP3 (goes/is concerned),in the immediate past,,,
as regards,in the not-so-distant not-too-distant past,,,
associated with,in the past,,,
asto,in within the recent past,,,
attributable to the fact that,( on earlier former previous prior ) occasions,,,
based on/upon,time was when,,,
based on the fact that,in the making,,,
because of,( action attack battle game ) plan,,,
because of the fact tha,in my ( own ~ ) mind(s),,,
being (as/as how/that),for the foreseeable future,,,
by consequence of,for the immediate future,,,
by reason of,for the ( very ~ ) near future,,,
by reason of the fact that,for the not-so-distant not-too-distant future,,,
by the fact that,for the present,,,
by the result of,for the time while being,,,
by/in virtue of,in over the near term,,,
by/in virtue of the fact that,in over the short run,,,
concerning,in over the short term,,,
connected with,over the short haul,,,
considering the fact that,for one SKIP3 ( be ) an example an instance,,,
due to the fact that,( under certain some circumstances conditions ),,,
during the course/length of,for the foreseeable future,,,
forasmuch as,for the immediate future,,,
or (in/to) (the) furtherance of,for the ( very ~ ) near future,,,
for SKIP3 purposes (of),for the not-so-distant not-too-distant future,,,
